手牌 (Hand),前段牌 (Front Tiles),後段牌 (Rear Tiles),前段牌型 (Front Rank),後段牌型 (Rear Rank)
"天, 長六, 雜五, 雜八","長六, 雜五","天, 雜八","1點","天槓"
"天, 長六, 雜八, 雜八","天, 長六","雜八, 雜八","8點","雜八對"
"天, 長十, 長十, 長四","天, 長四","長十, 長十","6點","長十對"
"天, 長十, 長十, 雜七","天, 雜七","長十, 長十","9點","長十對"
"天, 長十, 長十, 雜九","天, 雜九","長十, 長十","天王","長十對"
"天, 長十, 長十, 雜五","天, 雜五","長十, 長十","7點","長十對"
"天, 長十, 長十, 雜八","天, 雜八","長十, 長十","天槓","長十對"
"天, 長十, 長四, 長四","天, 長十","長四, 長四","2點","長四對"
"天, 長十, 長四, 雜七","長十, 長四","天, 雜七","4點","9點"
"天, 長十, 長四, 雜九","長十, 長四","天, 雜九","4點","天王"
"天, 長十, 長四, 雜五","長十, 雜五","天, 長四","5點","6點"
"天, 長十, 長四, 雜八","長十, 長四","天, 雜八","4點","天槓"
"天, 長十, 雜七, 雜七","長十, 雜七","天, 雜七","7點","9點"
"天, 長十, 雜七, 雜九","長十, 雜九","天, 雜七","9點","9點"
"天, 長十, 雜七, 雜五","長十, 雜五","天, 雜七","5點","9點"
"天, 長十, 雜七, 雜八","長十, 雜八","天, 雜七","8點","9點"
"天, 長十, 雜九, 雜九","長十, 雜九","天, 雜九","9點","天王"
"天, 長十, 雜九, 雜五","長十, 雜五","天, 雜九","5點","天王"
"天, 長十, 雜九, 雜八","長十, 雜九","天, 雜八","9點","天槓"
"天, 長十, 雜五, 雜五","天, 長十","雜五, 雜五","2點","雜五對"
"天, 長十, 雜五, 雜八","長十, 雜五","天, 雜八","5點","天槓"
"天, 長十, 雜八, 雜八","長十, 雜八","天, 雜八","8點","天槓"
"天, 長四, 長四, 雜七","天, 雜七","長四, 長四","9點","長四對"
"天, 長四, 長四, 雜九","天, 雜九","長四, 長四","天王","長四對"
"天, 長四, 長四, 雜五","天, 雜五","長四, 長四","7點","長四對"
"天, 長四, 長四, 雜八","天, 雜八","長四, 長四","天槓","長四對"
"天, 長四, 雜七, 雜七","天, 長四","雜七, 雜七","6點","雜七對"
"天, 長四, 雜七, 雜九","長四, 雜七","天, 雜九","1點","天王"
"天, 長四, 雜七, 雜五","長四, 雜五","天, 雜七","9點","9點"
"天, 長四, 雜七, 雜八","長四, 雜八","天, 雜七","2點","9點"
"天, 長四, 雜九, 雜九","天, 長四","雜九, 雜九","6點","雜九對"
"天, 長四, 雜九, 雜五","長四, 雜五","天, 雜九","9點","天王"
"天, 長四, 雜九, 雜八","長四, 雜八","天, 雜九","2點","天王"
"天, 長四, 雜五, 雜五","天, 長四","雜五, 雜五","6點","雜五對"
"天, 長四, 雜五, 雜八","長四, 雜五","天, 雜八","9點","天槓"
"天, 長四, 雜八, 雜八","天, 長四","雜八, 雜八","6點","雜八對"
"天, 雜七, 雜七, 雜九","天, 雜九","雜七, 雜七","天王","雜七對"
"天, 雜七, 雜七, 雜五","天, 雜五","雜七, 雜七","7點","雜七對"
"天, 雜七, 雜七, 雜八","天, 雜八","雜七, 雜七","天槓","雜七對"
"天, 雜七, 雜九, 雜九","天, 雜七","雜九, 雜九","9點","雜九對"
"天, 雜七, 雜九, 雜五","雜九, 雜五","天, 雜七","4點","9點"
"天, 雜七, 雜九, 雜八","雜九, 雜八","天, 雜七","7點","9點"
"天, 雜七, 雜五, 雜五","天, 雜七","雜五, 雜五","9點","雜五對"
"天, 雜七, 雜五, 雜八","雜七, 雜五","天, 雜八","2點","天槓"
"天, 雜七, 雜八, 雜八","天, 雜七","雜八, 雜八","9點","雜八對"
"天, 雜九, 雜九, 雜五","天, 雜五","雜九, 雜九","7點","雜九對"
"天, 雜九, 雜九, 雜八","天, 雜八","雜九, 雜九","天槓","雜九對"
"天, 雜九, 雜五, 雜五","天, 雜九","雜五, 雜五","天王","雜五對"
"天, 雜九, 雜五, 雜八","雜九, 雜五","天, 雜八","4點","天槓"
"天, 雜九, 雜八, 雜八","雜九, 雜八","天, 雜八","7點","天槓"
"天, 雜五, 雜五, 雜八","天, 雜八","雜五, 雜五","天槓","雜五對"
"天, 雜五, 雜八, 雜八","天, 雜五","雜八, 雜八","7點","雜八對"
"猴, 猴, 短七, 短七","短七, 短七","猴, 猴","短七對","猴對"
"猴, 猴, 短七, 短六","短七, 短六","猴, 猴","3點","猴對"
"猴, 猴, 短七, 短十","短十, 短七","猴, 猴","7點","猴對"
"猴, 猴, 短七, 短十一","短十一, 短七","猴, 猴","8點","猴對"
"猴, 猴, 短七, 長六","長六, 短七","猴, 猴","3點","猴對"
"猴, 猴, 短七, 長十","長十, 短七","猴, 猴","7點","猴對"
"猴, 猴, 短七, 長四","長四, 短七","猴, 猴","1點","猴對"
"猴, 猴, 短七, 雜七","短七, 雜七","猴, 猴","4點","猴對"
"猴, 猴, 短七, 雜九","短七, 雜九","猴, 猴","6點","猴對"
"猴, 猴, 短七, 雜五","短七, 雜五","猴, 猴","2點","猴對"
"猴, 猴, 短七, 雜八","短七, 雜八","猴, 猴","5點","猴對"
"猴, 猴, 短六, 短六","短六, 短六","猴, 猴","短六對","猴對"
"猴, 猴, 短六, 短十","短十, 短六","猴, 猴","6點","猴對"
"猴, 猴, 短六, 短十一","短十一, 短六","猴, 猴","7點","猴對"
"猴, 猴, 短六, 長六","短六, 猴","長六, 猴","9點","9點"
"猴, 猴, 短六, 長十","長十, 短六","猴, 猴","6點","猴對"
"猴, 猴, 短六, 長四","長四, 猴","短六, 猴","7點","9點"
"猴, 猴, 短六, 雜七","短六, 雜七","猴, 猴","3點","猴對"
"猴, 猴, 短六, 雜九","短六, 雜九","猴, 猴","5點","猴對"
"猴, 猴, 短六, 雜五","雜五, 猴","短六, 猴","8點","9點"
"猴, 猴, 短六, 雜八","短六, 雜八","猴, 猴","4點","猴對"
"猴, 猴, 短十, 短十","短十, 短十","猴, 猴","短十對","猴對"
"猴, 猴, 短十, 短十一","短十一, 短十","猴, 猴","1點","猴對"
"猴, 猴, 短十, 長六","長六, 短十","猴, 猴","6點","猴對"
"猴, 猴, 短十, 長十","長十, 短十","猴, 猴","0點","猴對"
"猴, 猴, 短十, 長四","長四, 短十","猴, 猴","4點","猴對"
"猴, 猴, 短十, 雜七","短十, 雜七","猴, 猴","7點","猴對"
"猴, 猴, 短十, 雜九","短十, 雜九","猴, 猴","9點","猴對"
"猴, 猴, 短十, 雜五","短十, 雜五","猴, 猴","5點","猴對"
"猴, 猴, 短十, 雜八","短十, 雜八","猴, 猴","8點","猴對"
"猴, 猴, 短十一, 短十一","短十一, 短十一","猴, 猴","短十一對","猴對"
"猴, 猴, 短十一, 長六","長六, 短十一","猴, 猴","7點","猴對"
"猴, 猴, 短十一, 長十","長十, 短十一","猴, 猴","1點","猴對"
"猴, 猴, 短十一, 長四","長四, 短十一","猴, 猴","5點","猴對"
"猴, 猴, 短十一, 雜七","短十一, 雜七","猴, 猴","8點","猴對"
"猴, 猴, 短十一, 雜九","短十一, 雜九","猴, 猴","0點","猴對"
"猴, 猴, 短十一, 雜五","短十一, 雜五","猴, 猴","6點","猴對"
"猴, 猴, 短十一, 雜八","短十一, 雜八","猴, 猴","9點","猴對"
"猴, 猴, 長六, 長六","長六, 長六","猴, 猴","長六對","猴對"
"猴, 猴, 長六, 長十","長十, 長六","猴, 猴","6點","猴對"
"猴, 猴, 長六, 長四","長四, 猴","長六, 猴","7點","9點"
"猴, 猴, 長六, 雜七","長六, 雜七","猴, 猴","3點","猴對"
"猴, 猴, 長六, 雜九","長六, 雜九","猴, 猴","5點","猴對"
"猴, 猴, 長六, 雜五","雜五, 猴","長六, 猴","8點","9點"
"猴, 猴, 長六, 雜八","長六, 雜八","猴, 猴","4點","猴對"
"猴, 猴, 長十, 長十","長十, 長十","猴, 猴","長十對","猴對"
"猴, 猴, 長十, 長四","長十, 長四","猴, 猴","4點","猴對"
"猴, 猴, 長十, 雜七","長十, 雜七","猴, 猴","7點","猴對"
"猴, 猴, 長十, 雜九","長十, 雜九","猴, 猴","9點","猴對"
"猴, 猴, 長十, 雜五","長十, 雜五","猴, 猴","5點","猴對"
"猴, 猴, 長十, 雜八","長十, 雜八","猴, 猴","8點","猴對"
"猴, 猴, 長四, 長四","長四, 長四","猴, 猴","長四對","猴對"
"猴, 猴, 長四, 雜七","長四, 雜七","猴, 猴","1點","猴對"
"猴, 猴, 長四, 雜九","長四, 雜九","猴, 猴","3點","猴對"
"猴, 猴, 長四, 雜五","長四, 雜五","猴, 猴","9點","猴對"
"猴, 猴, 長四, 雜八","長四, 雜八","猴, 猴","2點","猴對"
"猴, 猴, 雜七, 雜七","雜七, 雜七","猴, 猴","雜七對","猴對"
"猴, 猴, 雜七, 雜九","雜九, 雜七","猴, 猴","6點","猴對"
"猴, 猴, 雜七, 雜五","雜七, 雜五","猴, 猴","2點","猴對"
"猴, 猴, 雜七, 雜八","雜八, 雜七","猴, 猴","5點","猴對"
"猴, 猴, 雜九, 雜九","雜九, 雜九","猴, 猴","雜九對","猴對"
"猴, 猴, 雜九, 雜五","雜九, 雜五","猴, 猴","4點","猴對"
"猴, 猴, 雜九, 雜八","雜九, 雜八","猴, 猴","7點","猴對"
"猴, 猴, 雜五, 雜五","雜五, 雜五","猴, 猴","雜五對","猴對"
"猴, 猴, 雜五, 雜八","雜八, 雜五","猴, 猴","3點","猴對"
"猴, 猴, 雜八, 雜八","雜八, 雜八","猴, 猴","雜八對","猴對"
"猴, 短七, 短七, 短六","短六, 猴","短七, 短七","9點","短七對"
"猴, 短七, 短七, 短十","短十, 猴","短七, 短七","6點","短七對"
"猴, 短七, 短七, 短十一","短十一, 猴","短七, 短七","7點","短七對"
"猴, 短七, 短七, 長六","長六, 猴","短七, 短七","9點","短七對"
"猴, 短七, 短七, 長十","長十, 猴","短七, 短七","6點","短七對"
"猴, 短七, 短七, 長四","長四, 猴","短七, 短七","7點","短七對"
"猴, 短七, 短七, 雜七","雜七, 猴","短七, 短七","3點","短七對"
"猴, 短七, 短七, 雜九","雜九, 猴","短七, 短七","5點","短七對"
"猴, 短七, 短七, 雜五","雜五, 猴","短七, 短七","8點","短七對"
"猴, 短七, 短七, 雜八","雜八, 猴","短七, 短七","4點","短七對"
"猴, 短七, 短六, 短六","短七, 猴","短六, 短六","3點","短六對"
"猴, 短七, 短六, 短十","短十, 短七","短六, 猴","7點","9點"
"猴, 短七, 短六, 短十一","短十一, 短七","短六, 猴","8點","9點"
"猴, 短七, 短六, 長六","長六, 短七","短六, 猴","3點","9點"
"猴, 短七, 短六, 長十","長十, 短七","短六, 猴","7點","9點"
"猴, 短七, 短六, 長四","長四, 短七","短六, 猴","1點","9點"
"猴, 短七, 短六, 雜七","短七, 雜七","短六, 猴","4點","9點"
"猴, 短七, 短六, 雜九","短七, 雜九","短六, 猴","6點","9點"
"猴, 短七, 短六, 雜五","短七, 雜五","短六, 猴","2點","9點"
"猴, 短七, 短六, 雜八","短七, 雜八","短六, 猴","5點","9點"
"猴, 短七, 短十, 短十","短七, 猴","短十, 短十","3點","短十對"
"猴, 短七, 短十, 短十一","短十一, 猴","短十, 短七","7點","7點"
"猴, 短七, 短十, 長六","短十, 短七","長六, 猴","7點","9點"
"猴, 短七, 短十, 長十","短十, 猴","長十, 短七","6點","7點"
"猴, 短七, 短十, 長四","短十, 短七","長四, 猴","7點","7點"
"猴, 短七, 短十, 雜七","短七, 雜七","短十, 猴","4點","6點"
"猴, 短七, 短十, 雜九","短十, 猴","短七, 雜九","6點","6點"
"猴, 短七, 短十, 雜五","短十, 短七","雜五, 猴","7點","8點"
"猴, 短七, 短十, 雜八","短七, 雜八","短十, 猴","5點","6點"
"猴, 短七, 短十一, 短十一","短七, 猴","短十一, 短十一","3點","短十一對"
"猴, 短七, 短十一, 長六","短十一, 短七","長六, 猴","8點","9點"
"猴, 短七, 短十一, 長十","短十一, 猴","長十, 短七","7點","7點"
"猴, 短七, 短十一, 長四","長四, 猴","短十一, 短七","7點","8點"
"猴, 短七, 短十一, 雜七","短七, 雜七","短十一, 猴","4點","7點"
"猴, 短七, 短十一, 雜九","短七, 雜九","短十一, 猴","6點","7點"
"猴, 短七, 短十一, 雜五","雜五, 猴","短十一, 短七","8點","8點"
"猴, 短七, 短十一, 雜八","短七, 雜八","短十一, 猴","5點","7點"
"猴, 短七, 長六, 長六","短七, 猴","長六, 長六","3點","長六對"
"猴, 短七, 長六, 長十","長十, 短七","長六, 猴","7點","9點"
"猴, 短七, 長六, 長四","長六, 短七","長四, 猴","3點","7點"
"猴, 短七, 長六, 雜七","短七, 雜七","長六, 猴","4點","9點"
"猴, 短七, 長六, 雜九","短七, 雜九","長六, 猴","6點","9點"
"猴, 短七, 長六, 雜五","長六, 短七","雜五, 猴","3點","8點"
"猴, 短七, 長六, 雜八","短七, 雜八","長六, 猴","5點","9點"
"猴, 短七, 長十, 長十","短七, 猴","長十, 長十","3點","長十對"
"猴, 短七, 長十, 長四","長十, 短七","長四, 猴","7點","7點"
"猴, 短七, 長十, 雜七","短七, 雜七","長十, 猴","4點","6點"
"猴, 短七, 長十, 雜九","短七, 雜九","長十, 猴","6點","6點"
"猴, 短七, 長十, 雜五","長十, 短七","雜五, 猴","7點","8點"
"猴, 短七, 長十, 雜八","短七, 雜八","長十, 猴","5點","6點"
"猴, 短七, 長四, 長四","短七, 猴","長四, 長四","3點","長四對"
"猴, 短七, 長四, 雜七","短七, 雜七","長四, 猴","4點","7點"
"猴, 短七, 長四, 雜九","短七, 雜九","長四, 猴","6點","7點"
"猴, 短七, 長四, 雜五","短七, 猴","長四, 雜五","3點","9點"
"猴, 短七, 長四, 雜八","短七, 雜八","長四, 猴","5點","7點"
"猴, 短七, 雜七, 雜七","短七, 猴","雜七, 雜七","3點","雜七對"
"猴, 短七, 雜七, 雜九","短七, 雜七","雜九, 猴","4點","5點"
"猴, 短七, 雜七, 雜五","短七, 雜七","雜五, 猴","4點","8點"
"猴, 短七, 雜七, 雜八","雜八, 猴","短七, 雜七","4點","4點"
"猴, 短七, 雜九, 雜九","短七, 猴","雜九, 雜九","3點","雜九對"
"猴, 短七, 雜九, 雜五","短七, 雜九","雜五, 猴","6點","8點"
"猴, 短七, 雜九, 雜八","雜九, 猴","短七, 雜八","5點","5點"
"猴, 短七, 雜五, 雜五","短七, 猴","雜五, 雜五","3點","雜五對"
"猴, 短七, 雜五, 雜八","短七, 雜八","雜五, 猴","5點","8點"
"猴, 短七, 雜八, 雜八","短七, 猴","雜八, 雜八","3點","雜八對"
"猴, 短六, 短六, 短十","短十, 猴","短六, 短六","6點","短六對"
"猴, 短六, 短六, 短十一","短十一, 猴","短六, 短六","7點","短六對"
"猴, 短六, 短六, 長六","長六, 猴","短六, 短六","9點","短六對"
"猴, 短六, 短六, 長十","長十, 猴","短六, 短六","6點","短六對"
"猴, 短六, 短六, 長四","長四, 猴","短六, 短六","7點","短六對"
"猴, 短六, 短六, 雜七","雜七, 猴","短六, 短六","3點","短六對"
"猴, 短六, 短六, 雜九","雜九, 猴","短六, 短六","5點","短六對"
"猴, 短六, 短六, 雜五","雜五, 猴","短六, 短六","8點","短六對"
"猴, 短六, 短六, 雜八","雜八, 猴","短六, 短六","4點","短六對"
"猴, 短六, 短十, 短十","短六, 猴","短十, 短十","9點","短十對"
"猴, 短六, 短十, 短十一","短十, 猴","短十一, 短六","6點","7點"
"猴, 短六, 短十, 長六","短十, 短六","長六, 猴","6點","9點"
"猴, 短六, 短十, 長十","短十, 猴","長十, 短六","6點","6點"
"猴, 短六, 短十, 長四","短十, 短六","長四, 猴","6點","7點"
"猴, 短六, 短十, 雜七","短十, 雜七","短六, 猴","7點","9點"
"猴, 短六, 短十, 雜九","短十, 雜九","短六, 猴","9點","9點"
"猴, 短六, 短十, 雜五","短十, 短六","雜五, 猴","6點","8點"
"猴, 短六, 短十, 雜八","短十, 雜八","短六, 猴","8點","9點"
"猴, 短六, 短十一, 短十一","短六, 猴","短十一, 短十一","9點","短十一對"
"猴, 短六, 短十一, 長六","短十一, 短六","長六, 猴","7點","9點"
"猴, 短六, 短十一, 長十","長十, 短六","短十一, 猴","6點","7點"
"猴, 短六, 短十一, 長四","短十一, 短六","長四, 猴","7點","7點"
"猴, 短六, 短十一, 雜七","短十一, 雜七","短六, 猴","8點","9點"
"猴, 短六, 短十一, 雜九","短六, 雜九","短十一, 猴","5點","7點"
"猴, 短六, 短十一, 雜五","短十一, 短六","雜五, 猴","7點","8點"
"猴, 短六, 短十一, 雜八","短十一, 雜八","短六, 猴","9點","9點"
"猴, 短六, 長六, 長六","短六, 猴","長六, 長六","9點","長六對"
"猴, 短六, 長六, 長十","長十, 短六","長六, 猴","6點","9點"
"猴, 短六, 長六, 長四","長四, 短六","長六, 猴","0點","9點"
"猴, 短六, 長六, 雜七","長六, 雜七","短六, 猴","3點","9點"
"猴, 短六, 長六, 雜九","長六, 雜九","短六, 猴","5點","9點"
"猴, 短六, 長六, 雜五","短六, 雜五","長六, 猴","1點","9點"
"猴, 短六, 長六, 雜八","長六, 雜八","短六, 猴","4點","9點"
"猴, 短六, 長十, 長十","短六, 猴","長十, 長十","9點","長十對"
